"created_at","entity_type","objectLabel","objectMarking","observable_value","updated_at","value","x_opencti_description","x_opencti_score"
"2024-10-30T13:05:53.544Z","Domain-Name","phishing","TLP:CLEAR","evolvecommunities.com","2024-10-30T13:05:53.587Z","evolvecommunities.com","Phishingarmy URL",""
"2024-10-30T13:05:53.632Z","Domain-Name","phishing","TLP:CLEAR","exciteblisstrail790.sbs","2024-10-30T13:05:53.767Z","exciteblisstrail790.sbs","Phishingarmy URL",""
"2024-10-30T13:05:54.321Z","Domain-Name","phishing","TLP:CLEAR","expresscleanvaleting.ie","2024-10-30T13:05:54.393Z","expresscleanvaleting.ie","Phishingarmy URL",""
"2024-10-30T13:05:55.129Z","Domain-Name","phishing","TLP:CLEAR","fairyesphasees.pro","2024-10-30T13:05:55.236Z","fairyesphasees.pro","Phishingarmy URL",""
"2024-10-30T13:05:55.174Z","Domain-Name","phishing","TLP:CLEAR","fitnesssportsgear.com","2024-10-30T13:05:55.376Z","fitnesssportsgear.com","Phishingarmy URL",""
"2024-10-30T13:05:55.174Z","Domain-Name","phishing","TLP:CLEAR","fileadedjawaaa1-fc82b8.ingress-bonde.ewp.live","2024-10-30T13:05:55.468Z","fileadedjawaaa1-fc82b8.ingress-bonde.ewp.live","Phishingarmy URL",""
"2024-10-30T13:05:56.841Z","Domain-Name","phishing","TLP:CLEAR","flaretrustlinedao.net","2024-10-30T13:05:56.934Z","flaretrustlinedao.net","Phishingarmy URL",""
"2024-10-30T13:05:56.841Z","Domain-Name","phishing","TLP:CLEAR","fp.isttopsd.com","2024-10-30T13:05:56.867Z","fp.isttopsd.com","Phishingarmy URL",""
"2024-10-30T13:05:56.845Z","Domain-Name","phishing","TLP:CLEAR","fresnolocalbiz.com","2024-10-30T13:05:56.944Z","fresnolocalbiz.com","Phishingarmy URL",""
"2024-10-30T13:05:57.795Z","Domain-Name","phishing","TLP:CLEAR","garrulous-mood.uncrn.co","2024-10-30T13:05:57.992Z","garrulous-mood.uncrn.co","Phishingarmy URL",""
"2024-10-30T13:05:57.795Z","Domain-Name","phishing","TLP:CLEAR","garagebeacon.com","2024-10-30T13:05:57.854Z","garagebeacon.com","Phishingarmy URL",""
"2024-10-30T13:05:58.569Z","Domain-Name","phishing","TLP:CLEAR","gateway-server6.com","2024-10-30T13:05:58.648Z","gateway-server6.com","Phishingarmy URL",""
"2024-10-30T13:05:58.897Z","Domain-Name","phishing","TLP:CLEAR","gembuffer.com","2024-10-30T13:05:59.097Z","gembuffer.com","Phishingarmy URL",""
"2024-10-30T13:05:59.305Z","Domain-Name","phishing","TLP:CLEAR","getattention.ca","2024-10-30T13:05:59.386Z","getattention.ca","Phishingarmy URL",""
"2024-10-30T13:06:00.175Z","Domain-Name","phishing","TLP:CLEAR","glaciersofnice.com","2024-10-30T13:06:00.263Z","glaciersofnice.com","Phishingarmy URL",""
"2024-10-30T13:06:00.176Z","Domain-Name","phishing","TLP:CLEAR","glowin88asli.com","2024-10-30T13:06:00.270Z","glowin88asli.com","Phishingarmy URL",""
"2024-10-30T13:06:01.054Z","Domain-Name","phishing","TLP:CLEAR","godfathers61.com","2024-10-30T13:06:01.087Z","godfathers61.com","Phishingarmy URL",""
"2024-10-30T13:06:01.530Z","Domain-Name","phishing","TLP:CLEAR","googlebright.com","2024-10-30T13:06:01.729Z","googlebright.com","Phishingarmy URL",""
"2024-10-30T13:06:01.830Z","Domain-Name","phishing","TLP:CLEAR","gpoqtyf.com","2024-10-30T13:06:01.877Z","gpoqtyf.com","Phishingarmy URL",""
"2024-10-30T13:06:01.867Z","Domain-Name","phishing","TLP:CLEAR","grabyourgreatness.com","2024-10-30T13:06:01.891Z","grabyourgreatness.com","Phishingarmy URL",""
"2024-10-30T13:06:02.714Z","Domain-Name","phishing","TLP:CLEAR","grouplab.sbs","2024-10-30T13:06:02.850Z","grouplab.sbs","Phishingarmy URL",""
"2024-10-30T13:06:02.792Z","Domain-Name","phishing","TLP:CLEAR","grup123asik.com","2024-10-30T13:06:02.851Z","grup123asik.com","Phishingarmy URL",""
"2024-10-30T13:06:02.851Z","Domain-Name","phishing","TLP:CLEAR","grup123bit.com","2024-10-30T13:06:03.012Z","grup123bit.com","Phishingarmy URL",""
"2024-10-30T13:06:03.676Z","Domain-Name","phishing","TLP:CLEAR","grup123bos.com","2024-10-30T13:06:03.769Z","grup123bos.com","Phishingarmy URL",""
"2024-10-30T13:06:04.005Z","Domain-Name","phishing","TLP:CLEAR","hangnhap-24h.com","2024-10-30T13:06:04.194Z","hangnhap-24h.com","Phishingarmy URL",""
"2024-10-30T13:06:04.503Z","Domain-Name","phishing","TLP:CLEAR","hcat-birmingham.com","2024-10-30T13:06:04.547Z","hcat-birmingham.com","Phishingarmy URL",""
"2024-10-30T13:06:04.551Z","Domain-Name","phishing","TLP:CLEAR","hiamalidk.com","2024-10-30T13:06:04.712Z","hiamalidk.com","Phishingarmy URL",""
"2024-10-30T13:06:05.427Z","Domain-Name","phishing","TLP:CLEAR","hostpoint.deinmutkompass.de","2024-10-30T13:06:05.484Z","hostpoint.deinmutkompass.de","Phishingarmy URL",""
"2024-10-30T13:06:06.025Z","Domain-Name","phishing","TLP:CLEAR","htxs88.com","2024-10-30T13:06:06.121Z","htxs88.com","Phishingarmy URL",""
"2024-10-30T13:06:06.032Z","Domain-Name","phishing","TLP:CLEAR","hwqsh.top","2024-10-30T13:06:06.122Z","hwqsh.top","Phishingarmy URL",""
"2024-10-30T13:06:06.656Z","Domain-Name","phishing","TLP:CLEAR","ideastations.org","2024-10-30T13:06:06.719Z","ideastations.org","Phishingarmy URL",""
"2024-10-30T13:06:06.924Z","Domain-Name","phishing","TLP:CLEAR","igcplay88.com","2024-10-30T13:06:07.091Z","igcplay88.com","Phishingarmy URL",""
"2024-10-30T13:06:07.251Z","Domain-Name","phishing","TLP:CLEAR","iibc88.com","2024-10-30T13:06:07.276Z","iibc88.com","Phishingarmy URL",""
"2024-10-30T13:06:07.282Z","Domain-Name","phishing","TLP:CLEAR","indahkarisma999.com","2024-10-30T13:06:07.324Z","indahkarisma999.com","Phishingarmy URL",""
"2024-10-30T13:06:07.590Z","Domain-Name","phishing","TLP:CLEAR","innovationsdigital.sbs","2024-10-30T13:06:07.798Z","innovationsdigital.sbs","Phishingarmy URL",""
"2024-10-30T13:06:08.106Z","Domain-Name","phishing","TLP:CLEAR","inpostxe.icu","2024-10-30T13:06:08.161Z","inpostxe.icu","Phishingarmy URL",""
"2024-10-30T13:06:08.830Z","Domain-Name","phishing","TLP:CLEAR","insertbeakproductions.buzz","2024-10-30T13:06:08.900Z","insertbeakproductions.buzz","Phishingarmy URL",""
"2024-10-30T13:06:08.840Z","Domain-Name","phishing","TLP:CLEAR","ins.consta.top","2024-10-30T13:06:08.901Z","ins.consta.top","Phishingarmy URL",""
"2024-10-30T13:06:08.850Z","Domain-Name","phishing","TLP:CLEAR","jackmydesign.co.uk","2024-10-30T13:06:09.072Z","jackmydesign.co.uk","Phishingarmy URL",""
"2024-10-30T13:06:10.391Z","Domain-Name","phishing","TLP:CLEAR","jam138amp.com","2024-10-30T13:06:10.493Z","jam138amp.com","Phishingarmy URL",""
"2024-10-30T13:06:10.437Z","Domain-Name","phishing","TLP:CLEAR","joesss.mypixweb.com","2024-10-30T13:06:10.512Z","joesss.mypixweb.com","Phishingarmy URL",""
"2024-10-30T13:06:10.438Z","Domain-Name","phishing","TLP:CLEAR","joyfulchocobite249.sbs","2024-10-30T13:06:10.497Z","joyfulchocobite249.sbs","Phishingarmy URL",""
"2024-10-30T13:06:11.430Z","Domain-Name","phishing","TLP:CLEAR","jupiterroyal.com","2024-10-30T13:06:11.654Z","jupiterroyal.com","Phishingarmy URL",""
"2024-10-30T13:06:11.430Z","Domain-Name","phishing","TLP:CLEAR","kameproject.com","2024-10-30T13:06:11.554Z","kameproject.com","Phishingarmy URL",""
"2024-10-30T13:06:11.710Z","Domain-Name","phishing","TLP:CLEAR","kantinslott1.com","2024-10-30T13:06:11.952Z","kantinslott1.com","Phishingarmy URL",""
"2024-10-30T13:06:12.495Z","Domain-Name","phishing","TLP:CLEAR","kecifua.com","2024-10-30T13:06:12.763Z","kecifua.com","Phishingarmy URL",""
"2024-10-30T13:06:12.944Z","Domain-Name","phishing","TLP:CLEAR","kenzo123class.com","2024-10-30T13:06:12.996Z","kenzo123class.com","Phishingarmy URL",""
"2024-10-30T13:06:12.987Z","Domain-Name","phishing","TLP:CLEAR","kenzo123pedia.com","2024-10-30T13:06:13.011Z","kenzo123pedia.com","Phishingarmy URL",""
"2024-10-30T13:06:13.728Z","Domain-Name","phishing","TLP:CLEAR","kenzo123prize.com","2024-10-30T13:06:13.848Z","kenzo123prize.com","Phishingarmy URL",""
"2024-10-30T13:06:13.756Z","Domain-Name","phishing","TLP:CLEAR","ketodietips.com","2024-10-30T13:06:13.850Z","ketodietips.com","Phishingarmy URL",""
"2024-10-30T13:06:14.419Z","Domain-Name","phishing","TLP:CLEAR","kitchensetpvcboard.com","2024-10-30T13:06:14.473Z","kitchensetpvcboard.com","Phishingarmy URL",""
"2024-10-30T13:06:15.185Z","Domain-Name","phishing","TLP:CLEAR","klikme88slot.com","2024-10-30T13:06:15.533Z","klikme88slot.com","Phishingarmy URL",""
"2024-10-30T13:06:15.188Z","Domain-Name","phishing","TLP:CLEAR","klikme88a.com","2024-10-30T13:06:15.470Z","klikme88a.com","Phishingarmy URL",""
"2024-10-30T13:06:15.910Z","Domain-Name","phishing","TLP:CLEAR","kuku18.com","2024-10-30T13:06:15.941Z","kuku18.com","Phishingarmy URL",""
"2024-10-30T13:06:16.668Z","Domain-Name","phishing","TLP:CLEAR","kuy4dd.com","2024-10-30T13:06:16.690Z","kuy4dd.com","Phishingarmy URL",""
"2024-10-30T13:06:16.669Z","Domain-Name","phishing","TLP:CLEAR","labin.com.br","2024-10-30T13:06:16.737Z","labin.com.br","Phishingarmy URL",""
"2024-10-30T13:06:17.435Z","Domain-Name","phishing","TLP:CLEAR","lamdep-365.com","2024-10-30T13:06:17.507Z","lamdep-365.com","Phishingarmy URL",""
"2024-10-30T13:06:18.115Z","Domain-Name","phishing","TLP:CLEAR","laurieoneil.com","2024-10-30T13:06:18.181Z","laurieoneil.com","Phishingarmy URL",""
"2024-10-30T13:06:18.122Z","Domain-Name","phishing","TLP:CLEAR","lidl.anglingdirect-gb.com","2024-10-30T13:06:18.310Z","lidl.anglingdirect-gb.com","Phishingarmy URL",""
"2024-10-30T13:06:18.803Z","Domain-Name","phishing","TLP:CLEAR","limacharliegaming.com","2024-10-30T13:06:18.928Z","limacharliegaming.com","Phishingarmy URL",""
"2024-10-30T13:06:19.290Z","Domain-Name","phishing","TLP:CLEAR","llido88.com","2024-10-30T13:06:19.383Z","llido88.com","Phishingarmy URL",""
"2024-10-30T13:06:19.534Z","Domain-Name","phishing","TLP:CLEAR","log-creditagricoleitalia.com","2024-10-30T13:06:19.638Z","log-creditagricoleitalia.com","Phishingarmy URL",""
"2024-10-30T13:06:20.360Z","Domain-Name","phishing","TLP:CLEAR","lsretech.com","2024-10-30T13:06:20.587Z","lsretech.com","Phishingarmy URL",""
"2024-10-30T13:06:20.368Z","Domain-Name","phishing","TLP:CLEAR","lsis-ovc-dreams.org","2024-10-30T13:06:20.659Z","lsis-ovc-dreams.org","Phishingarmy URL",""
"2024-10-30T13:06:20.432Z","Domain-Name","phishing","TLP:CLEAR","magicsoundjo.com","2024-10-30T13:06:20.862Z","magicsoundjo.com","Phishingarmy URL",""
"2024-10-30T13:06:21.803Z","Domain-Name","phishing","TLP:CLEAR","marketing-concrete.com","2024-10-30T13:06:21.858Z","marketing-concrete.com","Phishingarmy URL",""
"2024-10-30T13:06:21.815Z","Domain-Name","phishing","TLP:CLEAR","mane2nomi.com","2024-10-30T13:06:21.918Z","mane2nomi.com","Phishingarmy URL",""
"2024-10-30T13:06:21.816Z","Domain-Name","phishing","TLP:CLEAR","maisongrimari.com","2024-10-30T13:06:21.918Z","maisongrimari.com","Phishingarmy URL",""
"2024-10-30T13:06:22.653Z","Domain-Name","phishing","TLP:CLEAR","maxleswan.com","2024-10-30T13:06:22.751Z","maxleswan.com","Phishingarmy URL",""
"2024-10-30T13:06:23.244Z","Domain-Name","phishing","TLP:CLEAR","mbiinsolvencyllp.com","2024-10-30T13:06:23.304Z","mbiinsolvencyllp.com","Phishingarmy URL",""
"2024-10-30T13:06:23.244Z","Domain-Name","phishing","TLP:CLEAR","maxplay3033.com","2024-10-30T13:06:23.450Z","maxplay3033.com","Phishingarmy URL",""
"2024-10-30T13:06:23.993Z","Domain-Name","phishing","TLP:CLEAR","meersofnnffta1rdr00ps.online","2024-10-30T13:06:24.061Z","meersofnnffta1rdr00ps.online","Phishingarmy URL",""
"2024-10-30T13:06:24.666Z","Domain-Name","phishing","TLP:CLEAR","menintrend.com","2024-10-30T13:06:24.746Z","menintrend.com","Phishingarmy URL",""
"2024-10-30T13:06:24.669Z","Domain-Name","phishing","TLP:CLEAR","mekytyy5.sbs","2024-10-30T13:06:24.755Z","mekytyy5.sbs","Phishingarmy URL",""
"2024-10-30T13:06:25.483Z","Domain-Name","phishing","TLP:CLEAR","mmmm.com","2024-10-30T13:06:25.548Z","mmmm.com","Phishingarmy URL",""
"2024-10-30T13:06:25.921Z","Domain-Name","phishing","TLP:CLEAR","moonbet77.com","2024-10-30T13:06:26.149Z","moonbet77.com","Phishingarmy URL",""
"2024-10-30T13:06:26.347Z","Domain-Name","phishing","TLP:CLEAR","mountrent.com","2024-10-30T13:06:26.465Z","mountrent.com","Phishingarmy URL",""
"2024-10-30T13:06:27.107Z","Domain-Name","phishing","TLP:CLEAR","mudloop.com","2024-10-30T13:06:27.228Z","mudloop.com","Phishingarmy URL",""
"2024-10-30T13:06:27.132Z","Domain-Name","phishing","TLP:CLEAR","naturemeadowmoss612.sbs","2024-10-30T13:06:27.317Z","naturemeadowmoss612.sbs","Phishingarmy URL",""
"2024-10-30T13:06:27.868Z","Domain-Name","phishing","TLP:CLEAR","neotoincs.com","2024-10-30T13:06:28.006Z","neotoincs.com","Phishingarmy URL",""
"2024-10-30T13:06:27.929Z","Domain-Name","phishing","TLP:CLEAR","networkofopen.org","2024-10-30T13:06:28.010Z","networkofopen.org","Phishingarmy URL",""
"2024-10-30T13:06:28.721Z","Domain-Name","phishing","TLP:CLEAR","next-prods.xyz","2024-10-30T13:06:28.794Z","next-prods.xyz","Phishingarmy URL",""
"2024-10-30T13:06:29.428Z","Domain-Name","phishing","TLP:CLEAR","npmjs.me","2024-10-30T13:06:29.478Z","npmjs.me","Phishingarmy URL",""
"2024-10-30T13:06:29.428Z","Domain-Name","phishing","TLP:CLEAR","nutrientstats.com","2024-10-30T13:06:29.471Z","nutrientstats.com","Phishingarmy URL",""
"2024-10-30T13:06:30.149Z","Domain-Name","phishing","TLP:CLEAR","nydigitalid.wpenginepowered.com","2024-10-30T13:06:30.177Z","nydigitalid.wpenginepowered.com","Phishingarmy URL",""
"2024-10-30T13:06:30.186Z","Domain-Name","phishing","TLP:CLEAR","ofallondns.com","2024-10-30T13:06:30.274Z","ofallondns.com","Phishingarmy URL",""
"2024-10-30T13:06:30.192Z","Domain-Name","phishing","TLP:CLEAR","one-dlgltalservlce-ch.thewardrobecoach.com","2024-10-30T13:06:30.275Z","one-dlgltalservlce-ch.thewardrobecoach.com","Phishingarmy URL",""
"2024-10-30T13:06:31.121Z","Domain-Name","phishing","TLP:CLEAR","openmile.sbs","2024-10-30T13:06:31.326Z","openmile.sbs","Phishingarmy URL",""
"2024-10-30T13:06:31.934Z","Domain-Name","phishing","TLP:CLEAR","ozhasoglu.com","2024-10-30T13:06:31.955Z","ozhasoglu.com","Phishingarmy URL",""
"2024-10-30T13:06:31.939Z","Domain-Name","phishing","TLP:CLEAR","peru-poste.cc","2024-10-30T13:06:31.965Z","peru-poste.cc","Phishingarmy URL",""
"2024-10-30T13:06:32.632Z","Domain-Name","phishing","TLP:CLEAR","phantominu.com","2024-10-30T13:06:32.649Z","phantominu.com","Phishingarmy URL",""
"2024-10-30T13:06:32.648Z","Domain-Name","phishing","TLP:CLEAR","piazzabrowser.com","2024-10-30T13:06:32.725Z","piazzabrowser.com","Phishingarmy URL",""
"2024-10-30T13:06:32.650Z","Domain-Name","phishing","TLP:CLEAR","phlpostgov.vip","2024-10-30T13:06:32.726Z","phlpostgov.vip","Phishingarmy URL",""
"2024-10-30T13:06:34.144Z","Domain-Name","phishing","TLP:CLEAR","pl112policjapl.site","2024-10-30T13:06:34.177Z","pl112policjapl.site","Phishingarmy URL",""
"2024-10-30T13:06:34.144Z","Domain-Name","phishing","TLP:CLEAR","poczta-polska.943231.shop","2024-10-30T13:06:34.180Z","poczta-polska.943231.shop","Phishingarmy URL",""
"2024-10-30T13:06:34.165Z","Domain-Name","phishing","TLP:CLEAR","pipechallenge.com","2024-10-30T13:06:34.181Z","pipechallenge.com","Phishingarmy URL",""
"2024-10-30T13:06:34.924Z","Domain-Name","phishing","TLP:CLEAR","pooperfection.com","2024-10-30T13:06:35.019Z","pooperfection.com","Phishingarmy URL",""
"2024-10-30T13:06:35.016Z","Domain-Name","phishing","TLP:CLEAR","portailmanquement.com","2024-10-30T13:06:35.180Z","portailmanquement.com","Phishingarmy URL",""
"2024-10-30T13:06:35.821Z","Domain-Name","phishing","TLP:CLEAR","portalotomatis.com","2024-10-30T13:06:35.891Z","portalotomatis.com","Phishingarmy URL",""
"2024-10-30T13:06:35.883Z","Domain-Name","phishing","TLP:CLEAR","portaltransacionalesdeudas.services","2024-10-30T13:06:35.952Z","portaltransacionalesdeudas.services","Phishingarmy URL",""
"2024-10-30T13:06:35.908Z","Domain-Name","phishing","TLP:CLEAR","pragmaticplay24.com","2024-10-30T13:06:35.952Z","pragmaticplay24.com","Phishingarmy URL",""
"2024-10-30T13:06:37.220Z","Domain-Name","phishing","TLP:CLEAR","pub-0396d06e4be14f4eacc0ad0dfb4d08ae.r2.dev","2024-10-30T13:06:37.388Z","pub-0396d06e4be14f4eacc0ad0dfb4d08ae.r2.dev","Phishingarmy URL",""
"2024-10-30T13:06:37.634Z","Domain-Name","phishing","TLP:CLEAR","pub-91251913fe5f40ddacb20bcb698670de.r2.dev","2024-10-30T13:06:37.730Z","pub-91251913fe5f40ddacb20bcb698670de.r2.dev","Phishingarmy URL",""
"2024-10-30T13:06:37.634Z","Domain-Name","phishing","TLP:CLEAR","pub-3014f84ee481441f8b6c7a40522222b2.r2.dev","2024-10-30T13:06:37.996Z","pub-3014f84ee481441f8b6c7a40522222b2.r2.dev","Phishingarmy URL",""
"2024-10-30T13:06:38.593Z","Domain-Name","phishing","TLP:CLEAR","pub-b9086a45081546f3a1b1af8e90fde7f7.r2.dev","2024-10-30T13:06:38.666Z","pub-b9086a45081546f3a1b1af8e90fde7f7.r2.dev","Phishingarmy URL",""
"2024-10-30T13:06:39.404Z","Domain-Name","phishing","TLP:CLEAR","punkavenue.org","2024-10-30T13:06:39.435Z","punkavenue.org","Phishingarmy URL",""
"2024-10-30T13:06:39.419Z","Domain-Name","phishing","TLP:CLEAR","punkave.org","2024-10-30T13:06:39.704Z","punkave.org","Phishingarmy URL",""
"2024-10-30T13:06:39.443Z","Domain-Name","phishing","TLP:CLEAR","qjcwdzcxvo.cfolks.pl","2024-10-30T13:06:39.709Z","qjcwdzcxvo.cfolks.pl","Phishingarmy URL",""
"2024-10-30T13:06:41.065Z","Domain-Name","phishing","TLP:CLEAR","qwksvt.com","2024-10-30T13:06:41.097Z","qwksvt.com","Phishingarmy URL",""
"2024-10-30T13:06:41.065Z","Domain-Name","phishing","TLP:CLEAR","rangelserver.com","2024-10-30T13:06:41.098Z","rangelserver.com","Phishingarmy URL",""
"2024-10-30T13:06:41.088Z","Domain-Name","phishing","TLP:CLEAR","rating-today.com","2024-10-30T13:06:41.161Z","rating-today.com","Phishingarmy URL",""
"2024-10-30T13:06:41.947Z","Domain-Name","phishing","TLP:CLEAR","re.reposilvzh.top","2024-10-30T13:06:42.021Z","re.reposilvzh.top","Phishingarmy URL",""
"2024-10-30T13:06:42.251Z","Domain-Name","phishing","TLP:CLEAR","relishme.com","2024-10-30T13:06:42.491Z","relishme.com","Phishingarmy URL",""
"2024-10-30T13:06:42.720Z","Domain-Name","phishing","TLP:CLEAR","resinmaster.quest","2024-10-30T13:06:42.741Z","resinmaster.quest","Phishingarmy URL",""
"2024-10-30T13:06:43.044Z","Domain-Name","phishing","TLP:CLEAR","retirementstore.org","2024-10-30T13:06:43.260Z","retirementstore.org","Phishingarmy URL",""
"2024-10-30T13:06:43.547Z","Domain-Name","phishing","TLP:CLEAR","rl.kastaff.top","2024-10-30T13:06:43.606Z","rl.kastaff.top","Phishingarmy URL",""
"2024-10-30T13:06:43.549Z","Domain-Name","phishing","TLP:CLEAR","robhen.xyz","2024-10-30T13:06:43.670Z","robhen.xyz","Phishingarmy URL",""
"2024-10-30T13:06:44.370Z","Domain-Name","phishing","TLP:CLEAR","robusthandshake.org","2024-10-30T13:06:44.462Z","robusthandshake.org","Phishingarmy URL",""
"2024-10-30T13:06:45.075Z","Domain-Name","phishing","TLP:CLEAR","rtp-altogelslot1.com","2024-10-30T13:06:45.141Z","rtp-altogelslot1.com","Phishingarmy URL",""
"2024-10-30T13:06:45.101Z","Domain-Name","phishing","TLP:CLEAR","rsack.xyz","2024-10-30T13:06:45.225Z","rsack.xyz","Phishingarmy URL",""
"2024-10-30T13:06:45.595Z","Domain-Name","phishing","TLP:CLEAR","rtp-altogelslot2.com","2024-10-30T13:06:45.837Z","rtp-altogelslot2.com","Phishingarmy URL",""
"2024-10-30T13:06:46.018Z","Domain-Name","phishing","TLP:CLEAR","rtp-altogelslot3.com","2024-10-30T13:06:46.160Z","rtp-altogelslot3.com","Phishingarmy URL",""
"2024-10-30T13:06:46.823Z","Domain-Name","phishing","TLP:CLEAR","rtp-dultogelslot3.com","2024-10-30T13:06:46.848Z","rtp-dultogelslot3.com","Phishingarmy URL",""
"2024-10-30T13:06:46.824Z","Domain-Name","phishing","TLP:CLEAR","rtpakong88.com","2024-10-30T13:06:46.894Z","rtpakong88.com","Phishingarmy URL",""
"2024-10-30T13:06:47.180Z","Domain-Name","phishing","TLP:CLEAR","rtpdis138.com","2024-10-30T13:06:47.427Z","rtpdis138.com","Phishingarmy URL",""
"2024-10-30T13:06:47.700Z","Domain-Name","phishing","TLP:CLEAR","rtptamanbagus.com","2024-10-30T13:06:47.728Z","rtptamanbagus.com","Phishingarmy URL",""
"2024-10-30T13:06:48.054Z","Domain-Name","phishing","TLP:CLEAR","rtptop88.com","2024-10-30T13:06:48.251Z","rtptop88.com","Phishingarmy URL",""
"2024-10-30T13:06:48.455Z","Domain-Name","phishing","TLP:CLEAR","rungs.co.uk","2024-10-30T13:06:48.491Z","rungs.co.uk","Phishingarmy URL",""
"2024-10-30T13:06:48.792Z","Domain-Name","phishing","TLP:CLEAR","rzrv.vexzoit.shop","2024-10-30T13:06:48.933Z","rzrv.vexzoit.shop","Phishingarmy URL",""
"2024-10-30T13:06:49.205Z","Domain-Name","phishing","TLP:CLEAR","s.myjtex.top","2024-10-30T13:06:49.258Z","s.myjtex.top","Phishingarmy URL",""
"2024-10-30T13:06:49.966Z","Domain-Name","phishing","TLP:CLEAR","santander3927.wwwcentrum24-web-pl.es","2024-10-30T13:06:49.999Z","santander3927.wwwcentrum24-web-pl.es","Phishingarmy URL",""
"2024-10-30T13:06:49.967Z","Domain-Name","phishing","TLP:CLEAR","sales.huberway.com","2024-10-30T13:06:49.995Z","sales.huberway.com","Phishingarmy URL",""
"2024-10-30T13:06:49.987Z","Domain-Name","phishing","TLP:CLEAR","santander4236.wwwcentrum24-web-pl.es","2024-10-30T13:06:50.017Z","santander4236.wwwcentrum24-web-pl.es","Phishingarmy URL",""
"2024-10-30T13:06:51.020Z","Domain-Name","phishing","TLP:CLEAR","santander4662.wwwcentrum24-web-pl.es","2024-10-30T13:06:51.256Z","santander4662.wwwcentrum24-web-pl.es","Phishingarmy URL",""
"2024-10-30T13:06:51.427Z","Domain-Name","phishing","TLP:CLEAR","santander6378.wwwcentrum24-web-pl.es","2024-10-30T13:06:51.462Z","santander6378.wwwcentrum24-web-pl.es","Phishingarmy URL",""
"2024-10-30T13:06:51.438Z","Domain-Name","phishing","TLP:CLEAR","sbotopsbobet.sbs","2024-10-30T13:06:51.517Z","sbotopsbobet.sbs","Phishingarmy URL",""
"2024-10-30T13:06:52.092Z","Domain-Name","phishing","TLP:CLEAR","sdfjgjqsdjkctm-fdb67b.ingress-bonde.ewp.live","2024-10-30T13:06:52.128Z","sdfjgjqsdjkctm-fdb67b.ingress-bonde.ewp.live","Phishingarmy URL",""
"2024-10-30T13:06:52.128Z","Domain-Name","phishing","TLP:CLEAR","sharepoint.office-zotecpartners.com","2024-10-30T13:06:52.185Z","sharepoint.office-zotecpartners.com","Phishingarmy URL",""
"2024-10-30T13:06:52.135Z","Domain-Name","phishing","TLP:CLEAR","sharpdnss-plom-fc82b8.ingress-alpha.ewp.live","2024-10-30T13:06:52.185Z","sharpdnss-plom-fc82b8.ingress-alpha.ewp.live","Phishingarmy URL",""
"2024-10-30T13:06:53.072Z","Domain-Name","phishing","TLP:CLEAR","sharpdnss-plom2-fc82b8.ingress-alpha.ewp.live","2024-10-30T13:06:53.246Z","sharpdnss-plom2-fc82b8.ingress-alpha.ewp.live","Phishingarmy URL",""
"2024-10-30T13:06:53.468Z","Domain-Name","phishing","TLP:CLEAR","sharpdnss-plom3-fc82b8.ingress-alpha.ewp.live","2024-10-30T13:06:53.682Z","sharpdnss-plom3-fc82b8.ingress-alpha.ewp.live","Phishingarmy URL",""
"2024-10-30T13:06:54.032Z","Domain-Name","phishing","TLP:CLEAR","sharpdnss-plom4-fc82b8.ingress-comporellon.ewp.live","2024-10-30T13:06:54.067Z","sharpdnss-plom4-fc82b8.ingress-comporellon.ewp.live","Phishingarmy URL",""
"2024-10-30T13:06:54.435Z","Domain-Name","phishing","TLP:CLEAR","sharpdnss-plom5-fc82b8.ingress-comporellon.ewp.live","2024-10-30T13:06:54.745Z","sharpdnss-plom5-fc82b8.ingress-comporellon.ewp.live","Phishingarmy URL",""
"2024-10-30T13:06:54.924Z","Domain-Name","phishing","TLP:CLEAR","sharpdnss-plom6-fc82b8.ingress-comporellon.ewp.live","2024-10-30T13:06:55.038Z","sharpdnss-plom6-fc82b8.ingress-comporellon.ewp.live","Phishingarmy URL",""
"2024-10-30T13:06:54.936Z","Domain-Name","phishing","TLP:CLEAR","sharpdnss-plom7-fc82b8.ingress-bonde.ewp.live","2024-10-30T13:06:55.040Z","sharpdnss-plom7-fc82b8.ingress-bonde.ewp.live","Phishingarmy URL",""
"2024-10-30T13:06:55.718Z","Domain-Name","phishing","TLP:CLEAR","shbetvna.com","2024-10-30T13:06:55.787Z","shbetvna.com","Phishingarmy URL",""
"2024-10-30T13:06:56.472Z","Domain-Name","phishing","TLP:CLEAR","slotgaransikalah.com","2024-10-30T13:06:56.593Z","slotgaransikalah.com","Phishingarmy URL",""
"2024-10-30T13:06:56.473Z","Domain-Name","phishing","TLP:CLEAR","smoothrefresh.cyou","2024-10-30T13:06:56.576Z","smoothrefresh.cyou","Phishingarmy URL",""
"2024-10-30T13:06:56.523Z","Domain-Name","phishing","TLP:CLEAR","snailmucinbeauty.com","2024-10-30T13:06:56.920Z","snailmucinbeauty.com","Phishingarmy URL",""
"2024-10-30T13:06:58.124Z","Domain-Name","phishing","TLP:CLEAR","socialsupereasy.com","2024-10-30T13:06:58.170Z","socialsupereasy.com","Phishingarmy URL",""
