"created_at","entity_type","objectLabel","objectMarking","observable_value","updated_at","value","x_opencti_description","x_opencti_score"
"2024-10-30T13:06:58.139Z","Domain-Name","phishing","TLP:CLEAR","soroka-hospital.com","2024-10-30T13:06:58.230Z","soroka-hospital.com","Phishingarmy URL",""
"2024-10-30T13:06:58.155Z","Domain-Name","phishing","TLP:CLEAR","snailmucinreviews.com","2024-10-30T13:06:58.324Z","snailmucinreviews.com","Phishingarmy URL",""
"2024-10-30T13:06:59.015Z","Domain-Name","phishing","TLP:CLEAR","spinachflow.com","2024-10-30T13:06:59.066Z","spinachflow.com","Phishingarmy URL",""
"2024-10-30T13:06:59.339Z","Domain-Name","phishing","TLP:CLEAR","srisaipharma1.com","2024-10-30T13:06:59.749Z","srisaipharma1.com","Phishingarmy URL",""
"2024-10-30T13:06:59.340Z","Domain-Name","phishing","TLP:CLEAR","sreenikamyakala.com","2024-10-30T13:06:59.574Z","sreenikamyakala.com","Phishingarmy URL",""
"2024-10-30T13:07:00.229Z","Domain-Name","phishing","TLP:CLEAR","srv222825.hoster-test.ru","2024-10-30T13:07:00.465Z","srv222825.hoster-test.ru","Phishingarmy URL",""
"2024-10-30T13:07:00.590Z","Domain-Name","phishing","TLP:CLEAR","srv223129.hoster-test.ru","2024-10-30T13:07:00.637Z","srv223129.hoster-test.ru","Phishingarmy URL",""
"2024-10-30T13:07:00.612Z","Domain-Name","phishing","TLP:CLEAR","srv222985.hoster-test.ru","2024-10-30T13:07:00.689Z","srv222985.hoster-test.ru","Phishingarmy URL",""
"2024-10-30T13:07:01.501Z","Domain-Name","phishing","TLP:CLEAR","srv223190.hoster-test.ru","2024-10-30T13:07:01.586Z","srv223190.hoster-test.ru","Phishingarmy URL",""
"2024-10-30T13:07:02.290Z","Domain-Name","phishing","TLP:CLEAR","stockskids.com","2024-10-30T13:07:02.350Z","stockskids.com","Phishingarmy URL",""
"2024-10-30T13:07:02.299Z","Domain-Name","phishing","TLP:CLEAR","stelegrem.fit","2024-10-30T13:07:02.351Z","stelegrem.fit","Phishingarmy URL",""
"2024-10-30T13:07:02.892Z","Domain-Name","phishing","TLP:CLEAR","sugardefend24.com","2024-10-30T13:07:02.946Z","sugardefend24.com","Phishingarmy URL",""
"2024-10-30T13:07:03.429Z","Domain-Name","phishing","TLP:CLEAR","suningdeyumingl3850.top","2024-10-30T13:07:03.511Z","suningdeyumingl3850.top","Phishingarmy URL",""
"2024-10-30T13:07:03.429Z","Domain-Name","phishing","TLP:CLEAR","svvd.trdechat.top","2024-10-30T13:07:03.511Z","svvd.trdechat.top","Phishingarmy URL",""
"2024-10-30T13:07:03.757Z","Domain-Name","phishing","TLP:CLEAR","syncguard.online","2024-10-30T13:07:03.920Z","syncguard.online","Phishingarmy URL",""
"2024-10-30T13:07:04.734Z","Domain-Name","phishing","TLP:CLEAR","synergeticevolution.org","2024-10-30T13:07:04.807Z","synergeticevolution.org","Phishingarmy URL",""
"2024-10-30T13:07:04.734Z","Domain-Name","phishing","TLP:CLEAR","tamnger.com","2024-10-30T13:07:04.806Z","tamnger.com","Phishingarmy URL",""
"2024-10-30T13:07:04.735Z","Domain-Name","phishing","TLP:CLEAR","telegram.xya13.cc","2024-10-30T13:07:04.808Z","telegram.xya13.cc","Phishingarmy URL",""
"2024-10-30T13:07:06.088Z","Domain-Name","phishing","TLP:CLEAR","tg.juna.space","2024-10-30T13:07:06.147Z","tg.juna.space","Phishingarmy URL",""
"2024-10-30T13:07:06.090Z","Domain-Name","phishing","TLP:CLEAR","thpostchange.shop","2024-10-30T13:07:06.148Z","thpostchange.shop","Phishingarmy URL",""
"2024-10-30T13:07:06.096Z","Domain-Name","phishing","TLP:CLEAR","thb.com.pe","2024-10-30T13:07:06.149Z","thb.com.pe","Phishingarmy URL",""
"2024-10-30T13:07:07.055Z","Domain-Name","phishing","TLP:CLEAR","thugmatrix.org","2024-10-30T13:07:07.389Z","thugmatrix.org","Phishingarmy URL",""
"2024-10-30T13:07:07.460Z","Domain-Name","phishing","TLP:CLEAR","tools.nvdsjhsdu.top","2024-10-30T13:07:07.489Z","tools.nvdsjhsdu.top","Phishingarmy URL",""
"2024-10-30T13:07:07.465Z","Domain-Name","phishing","TLP:CLEAR","tkzq.zvyqgi.top","2024-10-30T13:07:07.555Z","tkzq.zvyqgi.top","Phishingarmy URL",""
"2024-10-30T13:07:08.235Z","Domain-Name","phishing","TLP:CLEAR","tvpalmvacation.com","2024-10-30T13:07:08.269Z","tvpalmvacation.com","Phishingarmy URL",""
"2024-10-30T13:07:08.267Z","Domain-Name","phishing","TLP:CLEAR","twint.app-swiss.online","2024-10-30T13:07:08.335Z","twint.app-swiss.online","Phishingarmy URL",""
"2024-10-30T13:07:08.279Z","Domain-Name","phishing","TLP:CLEAR","txs.zonesec25.app","2024-10-30T13:07:08.336Z","txs.zonesec25.app","Phishingarmy URL",""
"2024-10-30T13:07:08.987Z","Domain-Name","phishing","TLP:CLEAR","uasfggjfdi.top","2024-10-30T13:07:09.092Z","uasfggjfdi.top","Phishingarmy URL",""
"2024-10-30T13:07:09.588Z","Domain-Name","phishing","TLP:CLEAR","uniteddev.click","2024-10-30T13:07:09.643Z","uniteddev.click","Phishingarmy URL",""
"2024-10-30T13:07:09.589Z","Domain-Name","phishing","TLP:CLEAR","uclickmedia.com","2024-10-30T13:07:09.771Z","uclickmedia.com","Phishingarmy URL",""
"2024-10-30T13:07:10.280Z","Domain-Name","phishing","TLP:CLEAR","uroczezwierzeta.click","2024-10-30T13:07:10.302Z","uroczezwierzeta.click","Phishingarmy URL",""
"2024-10-30T13:07:11.117Z","Domain-Name","phishing","TLP:CLEAR","v-bahamas.com","2024-10-30T13:07:11.191Z","v-bahamas.com","Phishingarmy URL",""
"2024-10-30T13:07:11.117Z","Domain-Name","phishing","TLP:CLEAR","usrgps.live","2024-10-30T13:07:11.313Z","usrgps.live","Phishingarmy URL",""
"2024-10-30T13:07:11.134Z","Domain-Name","phishing","TLP:CLEAR","virapulses.com","2024-10-30T13:07:11.358Z","virapulses.com","Phishingarmy URL",""
"2024-10-30T13:07:12.328Z","Domain-Name","phishing","TLP:CLEAR","w88link79.com","2024-10-30T13:07:12.555Z","w88link79.com","Phishingarmy URL",""
"2024-10-30T13:07:12.805Z","Domain-Name","phishing","TLP:CLEAR","wodensltd.com","2024-10-30T13:07:12.874Z","wodensltd.com","Phishingarmy URL",""
"2024-10-30T13:07:12.805Z","Domain-Name","phishing","TLP:CLEAR","wagesaved.com","2024-10-30T13:07:12.874Z","wagesaved.com","Phishingarmy URL",""
"2024-10-30T13:07:13.545Z","Domain-Name","phishing","TLP:CLEAR","worthy-products-974769.framer.app","2024-10-30T13:07:13.611Z","worthy-products-974769.framer.app","Phishingarmy URL",""
"2024-10-30T13:07:14.238Z","Domain-Name","phishing","TLP:CLEAR","www.paybyphone.top","2024-10-30T13:07:14.321Z","www.paybyphone.top","Phishingarmy URL",""
"2024-10-30T13:07:14.239Z","Domain-Name","phishing","TLP:CLEAR","www.jasavideoprofil.com","2024-10-30T13:07:14.319Z","www.jasavideoprofil.com","Phishingarmy URL",""
"2024-10-30T13:07:15.079Z","Domain-Name","phishing","TLP:CLEAR","www.sanxing.tw","2024-10-30T13:07:15.104Z","www.sanxing.tw","Phishingarmy URL",""
"2024-10-30T13:07:15.128Z","Domain-Name","phishing","TLP:CLEAR","www2d385f6c29.bosvilleproperties.com","2024-10-30T13:07:15.181Z","www2d385f6c29.bosvilleproperties.com","Phishingarmy URL",""
"2024-10-30T13:07:15.582Z","Domain-Name","phishing","TLP:CLEAR","wwwcentrum24-web-pl.es","2024-10-30T13:07:15.863Z","wwwcentrum24-web-pl.es","Phishingarmy URL",""
"2024-10-30T13:07:16.065Z","Domain-Name","phishing","TLP:CLEAR","xx.gapkod.com","2024-10-30T13:07:16.150Z","xx.gapkod.com","Phishingarmy URL",""
"2024-10-30T13:07:16.065Z","Domain-Name","phishing","TLP:CLEAR","xyd11.cc","2024-10-30T13:07:16.152Z","xyd11.cc","Phishingarmy URL",""
"2024-10-30T13:07:16.860Z","Domain-Name","phishing","TLP:CLEAR","xyd13.cc","2024-10-30T13:07:16.965Z","xyd13.cc","Phishingarmy URL",""
"2024-10-30T13:07:17.749Z","Domain-Name","phishing","TLP:CLEAR","xyd14.cc","2024-10-30T13:07:17.841Z","xyd14.cc","Phishingarmy URL",""
"2024-10-30T13:07:17.765Z","Domain-Name","phishing","TLP:CLEAR","xyd16.cc","2024-10-30T13:07:17.966Z","xyd16.cc","Phishingarmy URL",""
"2024-10-30T13:07:17.766Z","Domain-Name","phishing","TLP:CLEAR","xyd19.cc","2024-10-30T13:07:18.022Z","xyd19.cc","Phishingarmy URL",""
"2024-10-30T13:07:19.462Z","Domain-Name","phishing","TLP:CLEAR","xyd34.cc","2024-10-30T13:07:19.559Z","xyd34.cc","Phishingarmy URL",""
"2024-10-30T13:07:19.462Z","Domain-Name","phishing","TLP:CLEAR","xyd40.cc","2024-10-30T13:07:19.560Z","xyd40.cc","Phishingarmy URL",""
"2024-10-30T13:07:19.462Z","Domain-Name","phishing","TLP:CLEAR","xyd42.cc","2024-10-30T13:07:19.559Z","xyd42.cc","Phishingarmy URL",""
"2024-10-30T13:07:20.631Z","Domain-Name","phishing","TLP:CLEAR","xyd43.cc","2024-10-30T13:07:20.809Z","xyd43.cc","Phishingarmy URL",""
"2024-10-30T13:07:20.954Z","Domain-Name","phishing","TLP:CLEAR","xyd45.cc","2024-10-30T13:07:20.983Z","xyd45.cc","Phishingarmy URL",""
"2024-10-30T13:07:20.954Z","Domain-Name","phishing","TLP:CLEAR","xyd44.cc","2024-10-30T13:07:21.044Z","xyd44.cc","Phishingarmy URL",""
"2024-10-30T13:07:21.913Z","Domain-Name","phishing","TLP:CLEAR","xyd46.cc","2024-10-30T13:07:21.943Z","xyd46.cc","Phishingarmy URL",""
"2024-10-30T13:07:21.954Z","Domain-Name","phishing","TLP:CLEAR","xyd51.cc","2024-10-30T13:07:22.007Z","xyd51.cc","Phishingarmy URL",""
"2024-10-30T13:07:22.736Z","Domain-Name","phishing","TLP:CLEAR","xyd52.cc","2024-10-30T13:07:22.765Z","xyd52.cc","Phishingarmy URL",""
"2024-10-30T13:07:22.760Z","Domain-Name","phishing","TLP:CLEAR","xyd53.cc","2024-10-30T13:07:22.842Z","xyd53.cc","Phishingarmy URL",""
"2024-10-30T13:07:22.769Z","Domain-Name","phishing","TLP:CLEAR","xyd54.cc","2024-10-30T13:07:22.950Z","xyd54.cc","Phishingarmy URL",""
"2024-10-30T13:07:23.545Z","Domain-Name","phishing","TLP:CLEAR","xyd55.cc","2024-10-30T13:07:23.569Z","xyd55.cc","Phishingarmy URL",""
"2024-10-30T13:07:23.965Z","Domain-Name","phishing","TLP:CLEAR","xyd56.cc","2024-10-30T13:07:24.282Z","xyd56.cc","Phishingarmy URL",""
"2024-10-30T13:07:23.965Z","Domain-Name","phishing","TLP:CLEAR","xyd57.cc","2024-10-30T13:07:24.260Z","xyd57.cc","Phishingarmy URL",""
"2024-10-30T13:07:24.388Z","Domain-Name","phishing","TLP:CLEAR","xyd59.cc","2024-10-30T13:07:24.458Z","xyd59.cc","Phishingarmy URL",""
"2024-10-30T13:07:25.111Z","Domain-Name","phishing","TLP:CLEAR","xyd67.cc","2024-10-30T13:07:25.127Z","xyd67.cc","Phishingarmy URL",""
"2024-10-30T13:07:25.119Z","Domain-Name","phishing","TLP:CLEAR","xyd73.cc","2024-10-30T13:07:25.136Z","xyd73.cc","Phishingarmy URL",""
"2024-10-30T13:07:25.420Z","Domain-Name","phishing","TLP:CLEAR","xyd75.cc","2024-10-30T13:07:25.622Z","xyd75.cc","Phishingarmy URL",""
"2024-10-30T13:07:26.671Z","Domain-Name","phishing","TLP:CLEAR","xys11.cc","2024-10-30T13:07:26.976Z","xys11.cc","Phishingarmy URL",""
"2024-10-30T13:07:26.671Z","Domain-Name","phishing","TLP:CLEAR","xyd79.cc","2024-10-30T13:07:26.748Z","xyd79.cc","Phishingarmy URL",""
"2024-10-30T13:07:26.671Z","Domain-Name","phishing","TLP:CLEAR","xyd78.cc","2024-10-30T13:07:26.978Z","xyd78.cc","Phishingarmy URL",""
"2024-10-30T13:07:28.009Z","Domain-Name","phishing","TLP:CLEAR","xys14.cc","2024-10-30T13:07:28.269Z","xys14.cc","Phishingarmy URL",""
"2024-10-30T13:07:28.483Z","Domain-Name","phishing","TLP:CLEAR","xys16.cc","2024-10-30T13:07:28.577Z","xys16.cc","Phishingarmy URL",""
"2024-10-30T13:07:28.484Z","Domain-Name","phishing","TLP:CLEAR","xys15.cc","2024-10-30T13:07:28.576Z","xys15.cc","Phishingarmy URL",""
"2024-10-30T13:07:29.354Z","Domain-Name","phishing","TLP:CLEAR","xys18.cc","2024-10-30T13:07:29.374Z","xys18.cc","Phishingarmy URL",""
"2024-10-30T13:07:29.385Z","Domain-Name","phishing","TLP:CLEAR","xys19.cc","2024-10-30T13:07:29.439Z","xys19.cc","Phishingarmy URL",""
"2024-10-30T13:07:29.385Z","Domain-Name","phishing","TLP:CLEAR","xys21.cc","2024-10-30T13:07:29.439Z","xys21.cc","Phishingarmy URL",""
"2024-10-30T13:07:30.427Z","Domain-Name","phishing","TLP:CLEAR","xys23.cc","2024-10-30T13:07:30.696Z","xys23.cc","Phishingarmy URL",""
"2024-10-30T13:07:30.898Z","Domain-Name","phishing","TLP:CLEAR","xys24.cc","2024-10-30T13:07:31.019Z","xys24.cc","Phishingarmy URL",""
"2024-10-30T13:07:30.899Z","Domain-Name","phishing","TLP:CLEAR","xys27.cc","2024-10-30T13:07:30.960Z","xys27.cc","Phishingarmy URL",""
"2024-10-30T13:07:31.325Z","Domain-Name","phishing","TLP:CLEAR","xys29.cc","2024-10-30T13:07:31.544Z","xys29.cc","Phishingarmy URL",""
"2024-10-30T13:07:31.730Z","Domain-Name","phishing","TLP:CLEAR","xys41.cc","2024-10-30T13:07:31.793Z","xys41.cc","Phishingarmy URL",""
"2024-10-30T13:07:31.738Z","Domain-Name","phishing","TLP:CLEAR","xys42.cc","2024-10-30T13:07:31.950Z","xys42.cc","Phishingarmy URL",""
"2024-10-30T13:07:32.481Z","Domain-Name","phishing","TLP:CLEAR","xys44.cc","2024-10-30T13:07:32.551Z","xys44.cc","Phishingarmy URL",""
"2024-10-30T13:07:33.187Z","Domain-Name","phishing","TLP:CLEAR","xys45.cc","2024-10-30T13:07:33.291Z","xys45.cc","Phishingarmy URL",""
"2024-10-30T13:07:33.187Z","Domain-Name","phishing","TLP:CLEAR","xys46.cc","2024-10-30T13:07:33.216Z","xys46.cc","Phishingarmy URL",""
"2024-10-30T13:07:33.223Z","Domain-Name","phishing","TLP:CLEAR","xys47.cc","2024-10-30T13:07:33.552Z","xys47.cc","Phishingarmy URL",""
"2024-10-30T13:07:34.715Z","Domain-Name","phishing","TLP:CLEAR","xys49.cc","2024-10-30T13:07:34.797Z","xys49.cc","Phishingarmy URL",""
"2024-10-30T13:07:34.715Z","Domain-Name","phishing","TLP:CLEAR","xys50.cc","2024-10-30T13:07:34.860Z","xys50.cc","Phishingarmy URL",""
"2024-10-30T13:07:34.733Z","Domain-Name","phishing","TLP:CLEAR","xys52.cc","2024-10-30T13:07:35.028Z","xys52.cc","Phishingarmy URL",""
"2024-10-30T13:07:36.033Z","Domain-Name","phishing","TLP:CLEAR","xys56.cc","2024-10-30T13:07:36.175Z","xys56.cc","Phishingarmy URL",""
"2024-10-30T13:07:36.508Z","Domain-Name","phishing","TLP:CLEAR","xys60.cc","2024-10-30T13:07:36.594Z","xys60.cc","Phishingarmy URL",""
"2024-10-30T13:07:36.509Z","Domain-Name","phishing","TLP:CLEAR","xys57.cc","2024-10-30T13:07:36.576Z","xys57.cc","Phishingarmy URL",""
"2024-10-30T13:07:37.273Z","Domain-Name","phishing","TLP:CLEAR","xys62.cc","2024-10-30T13:07:37.373Z","xys62.cc","Phishingarmy URL",""
"2024-10-30T13:07:38.035Z","Domain-Name","phishing","TLP:CLEAR","xys64.cc","2024-10-30T13:07:38.271Z","xys64.cc","Phishingarmy URL",""
"2024-10-30T13:07:38.035Z","Domain-Name","phishing","TLP:CLEAR","xys63.cc","2024-10-30T13:07:38.116Z","xys63.cc","Phishingarmy URL",""
"2024-10-30T13:07:38.064Z","Domain-Name","phishing","TLP:CLEAR","xys65.cc","2024-10-30T13:07:38.274Z","xys65.cc","Phishingarmy URL",""
"2024-10-30T13:07:39.662Z","Domain-Name","phishing","TLP:CLEAR","xys67.cc","2024-10-30T13:07:39.697Z","xys67.cc","Phishingarmy URL",""
"2024-10-30T13:07:39.662Z","Domain-Name","phishing","TLP:CLEAR","xys68.cc","2024-10-30T13:07:39.698Z","xys68.cc","Phishingarmy URL",""
"2024-10-30T13:07:39.663Z","Domain-Name","phishing","TLP:CLEAR","xys66.cc","2024-10-30T13:07:39.698Z","xys66.cc","Phishingarmy URL",""
"2024-10-30T13:07:41.004Z","Domain-Name","phishing","TLP:CLEAR","xys70.cc","2024-10-30T13:07:41.068Z","xys70.cc","Phishingarmy URL",""
"2024-10-30T13:07:41.004Z","Domain-Name","phishing","TLP:CLEAR","xys69.cc","2024-10-30T13:07:41.068Z","xys69.cc","Phishingarmy URL",""
"2024-10-30T13:07:41.004Z","Domain-Name","phishing","TLP:CLEAR","xys71.cc","2024-10-30T13:07:41.065Z","xys71.cc","Phishingarmy URL",""
"2024-10-30T13:07:41.990Z","Domain-Name","phishing","TLP:CLEAR","xys73.cc","2024-10-30T13:07:42.049Z","xys73.cc","Phishingarmy URL",""
"2024-10-30T13:07:41.995Z","Domain-Name","phishing","TLP:CLEAR","xys72.cc","2024-10-30T13:07:42.049Z","xys72.cc","Phishingarmy URL",""
"2024-10-30T13:07:41.999Z","Domain-Name","phishing","TLP:CLEAR","xys74.cc","2024-10-30T13:07:42.049Z","xys74.cc","Phishingarmy URL",""
"2024-10-30T13:07:43.089Z","Domain-Name","phishing","TLP:CLEAR","xys75.cc","2024-10-30T13:07:43.248Z","xys75.cc","Phishingarmy URL",""
"2024-10-30T13:07:43.109Z","Domain-Name","phishing","TLP:CLEAR","xys76.cc","2024-10-30T13:07:43.293Z","xys76.cc","Phishingarmy URL",""
"2024-10-30T13:07:43.435Z","Domain-Name","phishing","TLP:CLEAR","xys77.cc","2024-10-30T13:07:43.457Z","xys77.cc","Phishingarmy URL",""
"2024-10-30T13:07:44.140Z","Domain-Name","phishing","TLP:CLEAR","xys80.cc","2024-10-30T13:07:44.221Z","xys80.cc","Phishingarmy URL",""
"2024-10-30T13:07:44.148Z","Domain-Name","phishing","TLP:CLEAR","xys82.cc","2024-10-30T13:07:44.222Z","xys82.cc","Phishingarmy URL",""
"2024-10-30T13:07:44.149Z","Domain-Name","phishing","TLP:CLEAR","xys81.cc","2024-10-30T13:07:44.224Z","xys81.cc","Phishingarmy URL",""
"2024-10-30T13:07:45.413Z","Domain-Name","phishing","TLP:CLEAR","xys83.cc","2024-10-30T13:07:45.640Z","xys83.cc","Phishingarmy URL",""
"2024-10-30T13:07:45.428Z","Domain-Name","phishing","TLP:CLEAR","xys84.cc","2024-10-30T13:07:45.714Z","xys84.cc","Phishingarmy URL",""
"2024-10-30T13:07:45.708Z","Domain-Name","phishing","TLP:CLEAR","xys86.cc","2024-10-30T13:07:45.782Z","xys86.cc","Phishingarmy URL",""
"2024-10-30T13:07:46.810Z","Domain-Name","phishing","TLP:CLEAR","xys87.cc","2024-10-30T13:07:46.946Z","xys87.cc","Phishingarmy URL",""
"2024-10-30T13:07:46.825Z","Domain-Name","phishing","TLP:CLEAR","xys89.cc","2024-10-30T13:07:47.000Z","xys89.cc","Phishingarmy URL",""
"2024-10-30T13:07:46.834Z","Domain-Name","phishing","TLP:CLEAR","xys90.cc","2024-10-30T13:07:47.063Z","xys90.cc","Phishingarmy URL",""
"2024-10-30T13:07:47.824Z","Domain-Name","phishing","TLP:CLEAR","xys93.cc","2024-10-30T13:07:48.014Z","xys93.cc","Phishingarmy URL",""
"2024-10-30T13:07:47.826Z","Domain-Name","phishing","TLP:CLEAR","xyu23.cc","2024-10-30T13:07:47.933Z","xyu23.cc","Phishingarmy URL",""
"2024-10-30T13:07:47.838Z","Domain-Name","phishing","TLP:CLEAR","xys91.cc","2024-10-30T13:07:48.015Z","xys91.cc","Phishingarmy URL",""
"2024-10-30T13:07:48.705Z","Domain-Name","phishing","TLP:CLEAR","xyu24.cc","2024-10-30T13:07:48.840Z","xyu24.cc","Phishingarmy URL",""
"2024-10-30T13:07:48.922Z","Domain-Name","phishing","TLP:CLEAR","xyu27.cc","2024-10-30T13:07:48.969Z","xyu27.cc","Phishingarmy URL",""
"2024-10-30T13:07:48.922Z","Domain-Name","phishing","TLP:CLEAR","xyu25.cc","2024-10-30T13:07:48.998Z","xyu25.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.023Z","Domain-Name","phishing","TLP:CLEAR","xyu30.cc","2024-10-30T13:07:49.057Z","xyu30.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.098Z","Domain-Name","phishing","TLP:CLEAR","xyu31.cc","2024-10-30T13:07:49.117Z","xyu31.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.130Z","Domain-Name","phishing","TLP:CLEAR","xyy12.cc","2024-10-30T13:07:49.144Z","xyy12.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.190Z","Domain-Name","phishing","TLP:CLEAR","xyy13.cc","2024-10-30T13:07:49.210Z","xyy13.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.191Z","Domain-Name","phishing","TLP:CLEAR","xyy15.cc","2024-10-30T13:07:49.214Z","xyy15.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.235Z","Domain-Name","phishing","TLP:CLEAR","xyy16.cc","2024-10-30T13:07:49.258Z","xyy16.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.302Z","Domain-Name","phishing","TLP:CLEAR","xyy17.cc","2024-10-30T13:07:49.323Z","xyy17.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.347Z","Domain-Name","phishing","TLP:CLEAR","xyy18.cc","2024-10-30T13:07:49.379Z","xyy18.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.355Z","Domain-Name","phishing","TLP:CLEAR","xyy21.cc","2024-10-30T13:07:49.385Z","xyy21.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.467Z","Domain-Name","phishing","TLP:CLEAR","xyy22.cc","2024-10-30T13:07:49.523Z","xyy22.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.525Z","Domain-Name","phishing","TLP:CLEAR","xyy23.cc","2024-10-30T13:07:49.562Z","xyy23.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.572Z","Domain-Name","phishing","TLP:CLEAR","xyy26.cc","2024-10-30T13:07:49.662Z","xyy26.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.708Z","Domain-Name","phishing","TLP:CLEAR","xyy27.cc","2024-10-30T13:07:49.758Z","xyy27.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.832Z","Domain-Name","phishing","TLP:CLEAR","xyy30.cc","2024-10-30T13:07:49.880Z","xyy30.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.835Z","Domain-Name","phishing","TLP:CLEAR","xyy31.cc","2024-10-30T13:07:49.893Z","xyy31.cc","Phishingarmy URL",""
"2024-10-30T13:07:49.933Z","Domain-Name","phishing","TLP:CLEAR","xyy33.cc","2024-10-30T13:07:49.964Z","xyy33.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.017Z","Domain-Name","phishing","TLP:CLEAR","xyy34.cc","2024-10-30T13:07:50.072Z","xyy34.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.028Z","Domain-Name","phishing","TLP:CLEAR","xyy36.cc","2024-10-30T13:07:50.080Z","xyy36.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.080Z","Domain-Name","phishing","TLP:CLEAR","xyy40.cc","2024-10-30T13:07:50.142Z","xyy40.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.174Z","Domain-Name","phishing","TLP:CLEAR","xyy44.cc","2024-10-30T13:07:50.210Z","xyy44.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.230Z","Domain-Name","phishing","TLP:CLEAR","xyy47.cc","2024-10-30T13:07:50.263Z","xyy47.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.230Z","Domain-Name","phishing","TLP:CLEAR","xyy45.cc","2024-10-30T13:07:50.267Z","xyy45.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.335Z","Domain-Name","phishing","TLP:CLEAR","xyy50.cc","2024-10-30T13:07:50.366Z","xyy50.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.395Z","Domain-Name","phishing","TLP:CLEAR","xyy53.cc","2024-10-30T13:07:50.487Z","xyy53.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.400Z","Domain-Name","phishing","TLP:CLEAR","xyy52.cc","2024-10-30T13:07:50.491Z","xyy52.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.542Z","Domain-Name","phishing","TLP:CLEAR","xyy54.cc","2024-10-30T13:07:50.587Z","xyy54.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.595Z","Domain-Name","phishing","TLP:CLEAR","xyy55.cc","2024-10-30T13:07:50.625Z","xyy55.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.598Z","Domain-Name","phishing","TLP:CLEAR","xyy57.cc","2024-10-30T13:07:50.627Z","xyy57.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.687Z","Domain-Name","phishing","TLP:CLEAR","xyy58.cc","2024-10-30T13:07:50.739Z","xyy58.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.749Z","Domain-Name","phishing","TLP:CLEAR","xyy60.cc","2024-10-30T13:07:50.785Z","xyy60.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.752Z","Domain-Name","phishing","TLP:CLEAR","xyy59.cc","2024-10-30T13:07:50.785Z","xyy59.cc","Phishingarmy URL",""
"2024-10-30T13:07:50.886Z","Domain-Name","phishing","TLP:CLEAR","yutdhf5qctm-fdb67b.ingress-bonde.ewp.live","2024-10-30T13:07:50.921Z","yutdhf5qctm-fdb67b.ingress-bonde.ewp.live","Phishingarmy URL",""
"2024-10-30T13:07:50.898Z","Domain-Name","phishing","TLP:CLEAR","zbrgc.top","2024-10-30T13:07:50.946Z","zbrgc.top","Phishingarmy URL",""
"2024-10-30T13:07:50.898Z","Domain-Name","phishing","TLP:CLEAR","zonaduljp88.com","2024-10-30T13:07:50.949Z","zonaduljp88.com","Phishingarmy URL",""
"2024-10-30T13:07:51.565Z","Domain-Name","phishing","TLP:CLEAR","zonerecoveryaccountreactivedaccbillpymntsiteauth.aquagenius.org","2024-10-30T13:07:51.675Z","zonerecoveryaccountreactivedaccbillpymntsiteauth.aquagenius.org","Phishingarmy URL",""
"2024-10-30T13:07:51.566Z","Domain-Name","phishing","TLP:CLEAR","zonahokidul888.com","2024-10-30T13:07:51.638Z","zonahokidul888.com","Phishingarmy URL",""
"2024-10-30T15:13:08.095Z","Domain-Name","","TLP:CLEAR","vehicle-temp.gl.at.ply.gg","2024-10-30T15:13:08.275Z","vehicle-temp.gl.at.ply.gg","Anyrun Malware Trends",""
"2024-10-30T17:23:14.640Z","Domain-Name","","TLP:CLEAR","client-toilet.gl.at.ply.gg","2024-10-30T17:23:14.712Z","client-toilet.gl.at.ply.gg","Anyrun Malware Trends",""
"2024-10-30T18:28:56.562Z","Domain-Name","","TLP:CLEAR","tweljo12sr.top","2024-10-30T18:28:56.607Z","tweljo12sr.top","Anyrun Malware Trends",""
